split,query_id,true_host,predicted_host,top_hit_id,top_hit_host,top_hit_phage_id,top_hit_sequence_cluster_40,query_phage_id,query_sequence_cluster_40,pident,alignment_length,query_coverage,subject_coverage,evalue,bitscore,correct,audit_note
test,QDB70858.1,pseudomonas,pseudomonas,QDH93841.1,pseudomonas,MN096267,official_cdhit_seq_cluster_40_00679,MK816297,official_cdhit_seq_cluster_40_00187,26.991,,34,,4.42e-39,156.0,True,
test,QDH46143.1,pseudomonas,pseudomonas,ALT58063.1,pseudomonas,KU245542,official_cdhit_seq_cluster_40_02129,MK837011,official_cdhit_seq_cluster_40_03250,30.348,,65,,1.23e-15,75.5,True,
test,QDH46213.1,pseudomonas,pseudomonas,ALT58063.1,pseudomonas,KU245542,official_cdhit_seq_cluster_40_02129,MK837012,official_cdhit_seq_cluster_40_03250,30.348,,65,,6.04e-16,76.3,True,
test,QDH46221.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,MK837012,official_cdhit_seq_cluster_40_04310,52.489,,100,,1.91e-64,197.0,True,
test,QDJ96104.1,klebsiella,klebsiella,QWT56636.1,klebsiella,MW590329,official_cdhit_seq_cluster_40_00598,MN116494,official_cdhit_seq_cluster_40_00947,90.714,,17,,4.72e-84,276.0,True,
test,QEA09754.1,pseudomonas,pseudomonas,ALT58063.1,pseudomonas,KU245542,official_cdhit_seq_cluster_40_02129,MN029011,official_cdhit_seq_cluster_40_03292,31.068,,56,,1.35e-18,85.5,True,
test,QEA11049.1,acinetobacter,klebsiella,UNI73764.1,klebsiella,OM835954,official_cdhit_seq_cluster_40_02823,MN166083,official_cdhit_seq_cluster_40_03737,31.325,,32,,3.97e-09,54.7,False,
test,QEL53353.1,enterococcus,enterococcus,QYW06709.1,enterococcus,MZ666130,official_cdhit_seq_cluster_40_04995,MG264739,official_cdhit_seq_cluster_40_05021,35.632,,99,,7.43e-12,54.3,True,
test,QEP53225.1,acinetobacter,acinetobacter,AZF88453.1,acinetobacter,MK170160,official_cdhit_seq_cluster_40_03211,MN276049,official_cdhit_seq_cluster_40_03036,29.317,,63,,1.73e-27,110.0,True,
test,QEP53229.1,acinetobacter,klebsiella,WEU80485.1,klebsiella,OQ579029,official_cdhit_seq_cluster_40_00775,MN276049,official_cdhit_seq_cluster_40_00865,35.714,,12,,2.44e-10,62.8,False,
test,QEP53230.1,acinetobacter,pseudomonas,QVJ13480.1,pseudomonas,MZ089741,official_cdhit_seq_cluster_40_04720,MN276049,official_cdhit_seq_cluster_40_00788,58.696,,17,,1.22e-09,54.3,False,
test,QFG06960.1,acinetobacter,acinetobacter,AZU99445.1,acinetobacter,MK257723,official_cdhit_seq_cluster_40_00960,MN294712,official_cdhit_seq_cluster_40_01331,84.422,,27,,2.78e-91,301.0,True,
test,QFR59034.1,acinetobacter,acinetobacter,QGK90394.1,acinetobacter,MN651570,official_cdhit_seq_cluster_40_01288,MN061582,official_cdhit_seq_cluster_40_00561,47.442,,71,,3.35e-170,511.0,True,
test,QGH71569.1,acinetobacter,acinetobacter,QQM15083.1,acinetobacter,MW366784,official_cdhit_seq_cluster_40_01639,MN614471,official_cdhit_seq_cluster_40_01331,95.513,,21,,7.32e-94,305.0,True,
test,QGH74054.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,MN516421,official_cdhit_seq_cluster_40_03737,31.008,,46,,1.40e-10,59.7,False,
test,QGH74055.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,MN516421,official_cdhit_seq_cluster_40_01979,29.520,,42,,3.04e-18,85.9,False,
test,QGH74133.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,MN516422,official_cdhit_seq_cluster_40_03737,27.876,,77,,1.66e-09,56.2,False,
test,QGH74134.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,MN516422,official_cdhit_seq_cluster_40_01979,29.520,,42,,3.57e-18,85.5,False,
test,QHB48481.1,pseudomonas,staphylococcus,WGL32321.1,staphylococcus,OQ578994,official_cdhit_seq_cluster_40_02500,MN692672,official_cdhit_seq_cluster_40_04591,31.111,,24,,1.4,27.7,False,
test,QHB49060.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,MN562749,official_cdhit_seq_cluster_40_04310,52.941,,100,,1.23e-64,197.0,True,
test,QHS01530.1,acinetobacter,acinetobacter,WCF71633.1,acinetobacter,OQ101251,official_cdhit_seq_cluster_40_00649,MN807295,official_cdhit_seq_cluster_40_00644,63.372,,40,,6.00e-114,363.0,True,
test,QIG59297.1,escherichia,escherichia,QNO11744.1,escherichia,MT711525,official_cdhit_seq_cluster_40_00422,MN927226,official_cdhit_seq_cluster_40_01398,69.753,,22,,5.61e-58,211.0,True,
test,QIQ64391.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,MT108723,official_cdhit_seq_cluster_40_04310,52.941,,100,,5.36e-67,203.0,True,
test,QIQ64455.1,pseudomonas,klebsiella,QMP82097.1,klebsiella,MT682065,official_cdhit_seq_cluster_40_01718,MT118288,official_cdhit_seq_cluster_40_04209,28.125,,38,,3.7,27.3,False,
test,QIQ66489.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,MT119362,official_cdhit_seq_cluster_40_04310,52.489,,100,,7.49e-66,201.0,True,
test,QJD55070.1,pseudomonas,pseudomonas,ATN93582.1,pseudomonas,MF975720,official_cdhit_seq_cluster_40_00230,MT104473,official_cdhit_seq_cluster_40_00443,49.143,,50,,8.38e-142,454.0,True,
test,QJD55071.1,pseudomonas,pseudomonas,AMW64548.1,pseudomonas,KU708004,official_cdhit_seq_cluster_40_04954,MT104473,official_cdhit_seq_cluster_40_04893,35.772,,99,,3.33e-16,67.4,True,
test,QJD55072.1,pseudomonas,pseudomonas,UEP18670.1,pseudomonas,MZ955867,official_cdhit_seq_cluster_40_04254,MT104473,official_cdhit_seq_cluster_40_04270,31.655,,59,,6.82e-10,55.5,True,
test,QKE11219.1,pseudomonas,pseudomonas,QTH80454.1,pseudomonas,MW735835,official_cdhit_seq_cluster_40_00713,KF147891,official_cdhit_seq_cluster_40_00254,27.758,,24,,3.82e-16,82.4,True,
test,QKE11221.1,pseudomonas,enterobacter,AFM76573.1,enterobacter,JQ182736,official_cdhit_seq_cluster_40_02349,KF147891,official_cdhit_seq_cluster_40_03891,55.263,,28,,1.00e-13,68.9,False,
test,QKN87912.1,acinetobacter,pseudomonas,ATN93649.1,pseudomonas,MF975721,official_cdhit_seq_cluster_40_01469,MT375042,official_cdhit_seq_cluster_40_01527,46.809,,6,,0.002,39.7,False,
test,QKN87913.1,acinetobacter,pseudomonas,QMP19179.1,pseudomonas,MT613935,official_cdhit_seq_cluster_40_02373,MT375042,official_cdhit_seq_cluster_40_02592,44.161,,99,,3.77e-120,357.0,False,
test,QKN87915.1,acinetobacter,pseudomonas,QMP19181.1,pseudomonas,MT613935,official_cdhit_seq_cluster_40_04199,MT375042,official_cdhit_seq_cluster_40_04038,61.135,,99,,3.52e-75,224.0,False,
test,QLF85390.1,enterococcus,enterococcus,CAD0299795.1,enterococcus,CAJDKB010000002,official_cdhit_seq_cluster_40_04995,MT520979,official_cdhit_seq_cluster_40_05021,32.955,,100,,9.43e-12,53.9,True,
test,QMP19165.1,acinetobacter,acinetobacter,QFG15400.1,acinetobacter,MN212906,official_cdhit_seq_cluster_40_00649,MT633129,official_cdhit_seq_cluster_40_01011,47.122,,99,,0.0,573.0,True,
test,QNJ57264.1,pseudomonas,pseudomonas,BAO20711.1,pseudomonas,AB775549,official_cdhit_seq_cluster_40_01002,MT711887,official_cdhit_seq_cluster_40_00881,39.934,,36,,8.64e-54,199.0,True,
test,QNO11418.1,acinetobacter,acinetobacter,QFG15400.1,acinetobacter,MN212906,official_cdhit_seq_cluster_40_00649,MT741944,official_cdhit_seq_cluster_40_01011,37.578,,99,,7.82e-120,376.0,True,
test,QNO11465.1,acinetobacter,acinetobacter,AHY26817.1,acinetobacter,KJ473423,official_cdhit_seq_cluster_40_01411,MT783706,official_cdhit_seq_cluster_40_00518,55.833,,12,,8.51e-31,128.0,True,
test,QOI69765.1,acinetobacter,klebsiella,AXN53801.1,klebsiella,MH688453,official_cdhit_seq_cluster_40_00342,MT992243,official_cdhit_seq_cluster_40_00999,28.535,,58,,1.07e-23,105.0,False,
test,QOV07848.1,acinetobacter,acinetobacter,UAW07728.1,acinetobacter,MZ967493,official_cdhit_seq_cluster_40_00960,MW056503,official_cdhit_seq_cluster_40_01199,33.655,,99,,8.55e-108,346.0,True,
test,QPB07302.1,pseudomonas,pseudomonas,UAV84527.1,pseudomonas,OK040171,official_cdhit_seq_cluster_40_02417,MT941682,official_cdhit_seq_cluster_40_02212,32.353,,83,,7.15e-61,208.0,True,
test,QPB07308.1,pseudomonas,pseudomonas,QJD54740.1,pseudomonas,MT104467,official_cdhit_seq_cluster_40_01176,MT941682,official_cdhit_seq_cluster_40_02860,37.931,,61,,8.34e-49,167.0,True,
test,QPB07627.1,staphylococcus,enterococcus,BCU41223.1,enterococcus,LC625742,official_cdhit_seq_cluster_40_00672,MT880871,official_cdhit_seq_cluster_40_00332,26.316,,9,,2.54e-06,50.1,False,
test,QSH71727.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,MW329986,official_cdhit_seq_cluster_40_04310,52.489,,100,,3.81e-66,201.0,True,
test,QVD48888.1,acinetobacter,acinetobacter,WCF71633.1,acinetobacter,OQ101251,official_cdhit_seq_cluster_40_00649,MW459163,official_cdhit_seq_cluster_40_00698,66.769,,36,,2.78e-112,359.0,True,
test,QVG63948.1,acinetobacter,acinetobacter,QGK90394.1,acinetobacter,MN651570,official_cdhit_seq_cluster_40_01288,MW316731,official_cdhit_seq_cluster_40_00561,33.755,,51,,1.59e-76,265.0,True,
test,QVG63976.1,acinetobacter,acinetobacter,QIW91555.1,acinetobacter,MT188223,official_cdhit_seq_cluster_40_03211,MW316731,official_cdhit_seq_cluster_40_03195,32.216,,100,,2.03e-42,149.0,True,
test,QVG63979.1,acinetobacter,staphylococcus,MZ417338_00094,staphylococcus,MZ417338,official_cdhit_seq_cluster_40_02041,MW316731,official_cdhit_seq_cluster_40_02894,64.000,,12,,4.70e-12,66.2,False,
test,QVG64122.1,acinetobacter,acinetobacter,QOV07800.1,acinetobacter,MW056502,official_cdhit_seq_cluster_40_00649,MW316732,official_cdhit_seq_cluster_40_00865,70.175,,8,,4.09e-18,87.0,True,
test,QVG64154.1,acinetobacter,acinetobacter,UJE34680.1,acinetobacter,OL960030,official_cdhit_seq_cluster_40_03211,MW316732,official_cdhit_seq_cluster_40_03195,34.536,,100,,2.72e-42,149.0,True,
test,QVG64157.1,acinetobacter,staphylococcus,MZ417338_00094,staphylococcus,MZ417338,official_cdhit_seq_cluster_40_02041,MW316732,official_cdhit_seq_cluster_40_02894,64.000,,13,,8.74e-12,65.1,False,
test,QVG64286.1,acinetobacter,escherichia,MT446401_00056,escherichia,MT446401,official_cdhit_seq_cluster_40_01356,MW316733,official_cdhit_seq_cluster_40_01120,27.402,,69,,9.00e-37,146.0,False,
test,QVG64315.1,acinetobacter,acinetobacter,QIW91555.1,acinetobacter,MT188223,official_cdhit_seq_cluster_40_03211,MW316733,official_cdhit_seq_cluster_40_03195,33.247,,100,,1.56e-42,150.0,True,
test,QVG64318.1,acinetobacter,staphylococcus,MZ417341_00053,staphylococcus,MZ417341,official_cdhit_seq_cluster_40_02041,MW316733,official_cdhit_seq_cluster_40_02894,66.000,,12,,2.36e-12,67.0,False,
test,QVJ12477.1,pseudomonas,pseudomonas,AAF80787.1,pseudomonas,AF165214,official_cdhit_seq_cluster_40_01014,MZ089728,official_cdhit_seq_cluster_40_00976,59.671,,28,,2.52e-79,270.0,True,
test,QVJ12755.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,MZ089732,official_cdhit_seq_cluster_40_04310,52.941,,100,,1.06e-64,197.0,True,
test,QVJ12826.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,MZ089733,official_cdhit_seq_cluster_40_04310,50.909,,100,,1.59e-64,197.0,True,
test,QVJ13258.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,MZ089738,official_cdhit_seq_cluster_40_04310,50.909,,100,,1.69e-64,197.0,True,
test,QVJ13523.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,MZ089742,official_cdhit_seq_cluster_40_04310,50.909,,100,,1.60e-64,197.0,True,
test,QVR48605.1,escherichia,escherichia,ADA82322.1,escherichia,GU196278,official_cdhit_seq_cluster_40_00422,MW722821,official_cdhit_seq_cluster_40_01398,60.733,,25,,8.78e-58,210.0,True,
test,QVU02091.1,enterococcus,enterococcus,CAD0299795.1,enterococcus,CAJDKB010000002,official_cdhit_seq_cluster_40_04995,MZ182246,official_cdhit_seq_cluster_40_05021,34.091,,100,,2.43e-12,55.5,True,
test,QVW29069.1,pseudomonas,pseudomonas,ATN93580.1,pseudomonas,MF975720,official_cdhit_seq_cluster_40_03058,MW862109,official_cdhit_seq_cluster_40_02603,69.318,,18,,3.53e-33,127.0,True,
test,QVW29070.1,pseudomonas,pseudomonas,UEP18670.1,pseudomonas,MZ955867,official_cdhit_seq_cluster_40_04254,MW862109,official_cdhit_seq_cluster_40_04270,34.532,,59,,1.54e-12,62.8,True,
test,QVW29071.1,pseudomonas,pseudomonas,AMW64548.1,pseudomonas,KU708004,official_cdhit_seq_cluster_40_04954,MW862109,official_cdhit_seq_cluster_40_04893,36.441,,95,,4.14e-17,69.7,True,
test,QVW53855.1,acinetobacter,acinetobacter,AZF88453.1,acinetobacter,MK170160,official_cdhit_seq_cluster_40_03211,MZ043613,official_cdhit_seq_cluster_40_03036,31.989,,100,,8.23e-49,166.0,True,
test,QVW53859.1,acinetobacter,pseudomonas,QNJ57334.1,pseudomonas,MT711888,official_cdhit_seq_cluster_40_01017,MZ043613,official_cdhit_seq_cluster_40_00767,36.364,,18,,7.32e-29,122.0,False,
test,QVW53860.1,acinetobacter,escherichia,AVZ45057.1,escherichia,MG748547,official_cdhit_seq_cluster_40_01246,MZ043613,official_cdhit_seq_cluster_40_00788,28.992,,26,,2.16e-21,98.2,False,
test,QXM18609.1,acinetobacter,klebsiella,AXN53801.1,klebsiella,MH688453,official_cdhit_seq_cluster_40_00342,MZ477002,official_cdhit_seq_cluster_40_00999,28.463,,54,,6.13e-23,102.0,False,
test,QXM18613.1,acinetobacter,acinetobacter,AYD82328.1,acinetobacter,MH746814,official_cdhit_seq_cluster_40_03211,MZ477002,official_cdhit_seq_cluster_40_03036,31.152,,100,,6.51e-49,167.0,True,
test,QXO06608.1,acinetobacter,pseudomonas,QNJ57478.1,pseudomonas,MT711889,official_cdhit_seq_cluster_40_00860,MW176032,official_cdhit_seq_cluster_40_01123,26.420,,46,,7.82e-10,60.8,False,
test,QXO06716.1,acinetobacter,pseudomonas,QNJ57478.1,pseudomonas,MT711889,official_cdhit_seq_cluster_40_00860,MW176034,official_cdhit_seq_cluster_40_01123,26.667,,46,,4.61e-11,64.7,False,
test,QYC51346.1,acinetobacter,klebsiella,QBP28577.1,klebsiella,MK448236,official_cdhit_seq_cluster_40_02823,MZ593728,official_cdhit_seq_cluster_40_03737,30.556,,49,,1.46e-09,56.6,False,
test,QYC51347.1,acinetobacter,acinetobacter,WNA15511.1,acinetobacter,OR246918,official_cdhit_seq_cluster_40_00768,MZ593728,official_cdhit_seq_cluster_40_00811,36.877,,65,,2.06e-88,298.0,True,
test,QYC51727.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,MZ618622,official_cdhit_seq_cluster_40_03737,32.051,,33,,8.44e-08,50.4,False,
test,QYC95367.1,pseudomonas,staphylococcus,QXV71944.1,staphylococcus,MZ488273,official_cdhit_seq_cluster_40_02531,MW526260,official_cdhit_seq_cluster_40_05019,38.889,,44,,6.3,23.9,False,
test,QYC95368.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,MW526260,official_cdhit_seq_cluster_40_04310,51.584,,100,,1.89e-64,197.0,True,
test,QYC95369.1,pseudomonas,escherichia,USM81270.1,escherichia,MZ234015,official_cdhit_seq_cluster_40_00497,MW526260,official_cdhit_seq_cluster_40_02431,26.277,,91,,1.41e-30,125.0,False,
test,QYC95376.1,pseudomonas,pseudomonas,ALT58063.1,pseudomonas,KU245542,official_cdhit_seq_cluster_40_02129,MW526260,official_cdhit_seq_cluster_40_03250,30.348,,57,,1.20e-15,76.3,True,
test,QZI85319.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,MZ712044,official_cdhit_seq_cluster_40_00865,34.568,,22,,2.60e-17,83.6,False,
test,QZI85320.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,MZ712044,official_cdhit_seq_cluster_40_03737,31.707,,44,,1.40e-11,62.8,False,
test,UDG73296.1,escherichia,escherichia,ADA82322.1,escherichia,GU196278,official_cdhit_seq_cluster_40_00422,OK539620,official_cdhit_seq_cluster_40_01398,60.733,,25,,8.70e-58,210.0,True,
test,UFJ83440.1,acinetobacter,acinetobacter,QFG15400.1,acinetobacter,MN212906,official_cdhit_seq_cluster_40_00649,OK546191,official_cdhit_seq_cluster_40_01011,46.917,,99,,0.0,568.0,True,
test,UGO52510.1,enterococcus,enterococcus,CAD0299795.1,enterococcus,CAJDKB010000002,official_cdhit_seq_cluster_40_04995,OL539449,official_cdhit_seq_cluster_40_05021,35.227,,100,,2.96e-14,60.5,True,
test,UIE13749.1,enterococcus,enterococcus,CAD0299795.1,enterococcus,CAJDKB010000002,official_cdhit_seq_cluster_40_04995,OL505084,official_cdhit_seq_cluster_40_05021,36.364,,100,,5.65e-15,62.4,True,
test,UJQ43452.1,acinetobacter,acinetobacter,OQ031491_00031,acinetobacter,OQ031491,official_cdhit_seq_cluster_40_02731,OL743187,official_cdhit_seq_cluster_40_05023,30.000,,43,,1.3,24.6,True,
test,UJQ43526.1,acinetobacter,acinetobacter,UKM17074.1,acinetobacter,OM334891,official_cdhit_seq_cluster_40_01284,OL743187,official_cdhit_seq_cluster_40_01554,32.188,,78,,8.31e-64,224.0,True,
test,UMO77866.1,acinetobacter,acinetobacter,ON480525_00001,acinetobacter,ON480525,official_cdhit_seq_cluster_40_01279,OM471864,official_cdhit_seq_cluster_40_03737,50.442,,39,,3.04e-23,90.1,True,
test,UMO77867.1,acinetobacter,enterobacter,AAK28905.1,enterobacter,AF335538,official_cdhit_seq_cluster_40_01246,OM471864,official_cdhit_seq_cluster_40_00788,28.205,,34,,9.07e-21,95.9,False,
test,UNY40171.1,pseudomonas,escherichia,UIS66074.1,escherichia,OK254198,official_cdhit_seq_cluster_40_00367,OM654375,official_cdhit_seq_cluster_40_01610,33.333,,6,,2.1,30.0,False,
test,UNY42225.1,pseudomonas,pseudomonas,UVN13391.1,pseudomonas,ON857931,official_cdhit_seq_cluster_40_01014,OM418631,official_cdhit_seq_cluster_40_01452,57.534,,31,,8.49e-62,220.0,True,
test,UPO63092.1,pseudomonas,pseudomonas,ALT58063.1,pseudomonas,KU245542,official_cdhit_seq_cluster_40_02129,ON156559,official_cdhit_seq_cluster_40_03250,30.846,,65,,4.08e-17,79.7,True,
test,UQS93188.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,ON036882,official_cdhit_seq_cluster_40_03737,29.457,,45,,1.68e-09,56.6,False,
test,UQS93189.1,acinetobacter,acinetobacter,AJT61388.1,acinetobacter,KP861230,official_cdhit_seq_cluster_40_02731,ON036882,official_cdhit_seq_cluster_40_00644,50.811,,23,,1.74e-51,183.0,True,
test,UQS93267.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,ON036883,official_cdhit_seq_cluster_40_03737,31.783,,46,,6.66e-11,60.5,False,
test,UQS93268.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,ON036883,official_cdhit_seq_cluster_40_01837,38.971,,21,,1.57e-18,87.0,False,
test,URC09351.1,escherichia,escherichia,AXY82583.1,escherichia,MH733496,official_cdhit_seq_cluster_40_00411,ON470594,official_cdhit_seq_cluster_40_01053,45.739,,87,,0.0,603.0,True,
test,URQ05102.1,acinetobacter,acinetobacter,AZU99445.1,acinetobacter,MK257723,official_cdhit_seq_cluster_40_00960,ON513429,official_cdhit_seq_cluster_40_00619,63.158,,33,,1.99e-85,288.0,True,
test,URQ05189.1,acinetobacter,acinetobacter,AZU99445.1,acinetobacter,MK257723,official_cdhit_seq_cluster_40_00960,ON210142,official_cdhit_seq_cluster_40_01704,91.954,,26,,1.06e-84,282.0,True,
test,URY98758.1,acinetobacter,klebsiella,QBP28577.1,klebsiella,MK448236,official_cdhit_seq_cluster_40_02823,ON237674,official_cdhit_seq_cluster_40_03737,30.986,,48,,1.27e-09,57.0,False,
test,URY98759.1,acinetobacter,acinetobacter,ASN73504.1,acinetobacter,MF033350,official_cdhit_seq_cluster_40_01282,ON237674,official_cdhit_seq_cluster_40_00619,38.525,,15,,1.86e-17,85.5,True,
test,USL87108.1,staphylococcus,staphylococcus,ARM68388.1,staphylococcus,KY653126,official_cdhit_seq_cluster_40_02347,ON550478,official_cdhit_seq_cluster_40_00996,46.736,,59,,2.66e-120,372.0,True,
test,USL87110.1,staphylococcus,staphylococcus,AHG23942.1,staphylococcus,KF929199,official_cdhit_seq_cluster_40_02095,ON550478,official_cdhit_seq_cluster_40_01475,32.171,,93,,1.21e-65,226.0,True,
test,UTQ72485.1,escherichia,escherichia,ADA82322.1,escherichia,GU196278,official_cdhit_seq_cluster_40_00422,ON548432,official_cdhit_seq_cluster_40_01398,60.733,,25,,2.43e-58,212.0,True,
test,UVD42134.1,acinetobacter,acinetobacter,QFG15400.1,acinetobacter,MN212906,official_cdhit_seq_cluster_40_00649,OP171942,official_cdhit_seq_cluster_40_01011,46.988,,99,,0.0,575.0,True,
test,UVN13820.1,pseudomonas,pseudomonas,AFU62926.1,pseudomonas,JX863101,official_cdhit_seq_cluster_40_04291,ON857936,official_cdhit_seq_cluster_40_04310,52.294,,100,,8.77e-64,195.0,True,
test,UYE90188.1,pseudomonas,escherichia,USM81270.1,escherichia,MZ234015,official_cdhit_seq_cluster_40_00497,OP342787,official_cdhit_seq_cluster_40_02431,27.184,,91,,1.22e-31,128.0,False,
test,UYE91976.1,klebsiella,klebsiella,QEA03296.1,klebsiella,MN163281,official_cdhit_seq_cluster_40_00500,OP495736,official_cdhit_seq_cluster_40_01764,51.515,,9,,1.18e-11,66.6,True,
test,UYE94878.1,klebsiella,klebsiella,QWT56636.1,klebsiella,MW590329,official_cdhit_seq_cluster_40_00598,OP114731,official_cdhit_seq_cluster_40_00947,91.429,,17,,7.89e-85,278.0,True,
test,UYL86099.1,acinetobacter,klebsiella,QBP28577.1,klebsiella,MK448236,official_cdhit_seq_cluster_40_02823,OP585104,official_cdhit_seq_cluster_40_03737,31.250,,49,,3.85e-10,58.5,False,
test,UYL86100.1,acinetobacter,acinetobacter,AJT61388.1,acinetobacter,KP861230,official_cdhit_seq_cluster_40_02731,OP585104,official_cdhit_seq_cluster_40_00644,50.811,,23,,2.23e-51,182.0,True,
test,WAK44760.1,acinetobacter,acinetobacter,QFG15400.1,acinetobacter,MN212906,official_cdhit_seq_cluster_40_00649,OP727261,official_cdhit_seq_cluster_40_01011,46.720,,99,,0.0,565.0,True,
test,WAW11689.1,acinetobacter,acinetobacter,UAW10085.1,acinetobacter,MZ936316,official_cdhit_seq_cluster_40_00819,OQ032512,official_cdhit_seq_cluster_40_00485,26.496,,66,,4.19e-35,142.0,True,
test,WAW11691.1,acinetobacter,escherichia,QXN68336.1,escherichia,MZ436830,official_cdhit_seq_cluster_40_00146,OQ032512,official_cdhit_seq_cluster_40_00615,27.206,,13,,0.68,32.3,False,
test,WAW11692.1,acinetobacter,pseudomonas,UKL15076.1,pseudomonas,OM223115,official_cdhit_seq_cluster_40_00579,OQ032512,official_cdhit_seq_cluster_40_00764,27.329,,17,,2.91e-05,46.2,False,
test,WAW11695.1,acinetobacter,acinetobacter,QJS52931.1,acinetobacter,MT361972,official_cdhit_seq_cluster_40_00337,OQ032512,official_cdhit_seq_cluster_40_00977,25.108,,23,,1.40e-06,50.4,True,
test,WAX14252.1,escherichia,escherichia,WBF04936.1,escherichia,OQ025076,official_cdhit_seq_cluster_40_03896,OP172790,official_cdhit_seq_cluster_40_03689,26.557,,100,,3.79e-16,75.1,True,
test,WAX14256.1,escherichia,escherichia,UNY42474.1,escherichia,OM313461,official_cdhit_seq_cluster_40_04244,OP172790,official_cdhit_seq_cluster_40_03959,41.509,,41,,3.77e-23,92.4,True,
test,WAX23528.1,pseudomonas,pseudomonas,USL86581.1,pseudomonas,ON631220,official_cdhit_seq_cluster_40_03403,OP953026,official_cdhit_seq_cluster_40_03388,24.294,,99,,1.08e-05,45.1,True,
test,WCO82116.1,pseudomonas,pseudomonas,DBA08474.1,pseudomonas,BK061480,official_cdhit_seq_cluster_40_03913,OQ183418,official_cdhit_seq_cluster_40_02392,67.424,,60,,2.15e-55,181.0,True,
test,WCO82118.1,pseudomonas,pseudomonas,UOL48387.1,pseudomonas,OM982619,official_cdhit_seq_cluster_40_04201,OQ183418,official_cdhit_seq_cluster_40_04246,25.352,,61,,0.008,35.0,True,
test,WEU80538.1,klebsiella,klebsiella,WIT94201.1,klebsiella,OQ622005,official_cdhit_seq_cluster_40_00877,OQ579030,official_cdhit_seq_cluster_40_02279,59.926,,99,,0.0,640.0,True,
test,WEU80595.1,klebsiella,klebsiella,WIT94201.1,klebsiella,OQ622005,official_cdhit_seq_cluster_40_00877,OQ579031,official_cdhit_seq_cluster_40_02279,59.743,,99,,0.0,638.0,True,
test,WFD61290.1,acinetobacter,escherichia,QHR65034.1,escherichia,MN850565,official_cdhit_seq_cluster_40_01035,OQ547903,official_cdhit_seq_cluster_40_01147,28.571,,53,,5.56e-40,156.0,False,
test,WFD61291.1,acinetobacter,klebsiella,QBP28577.1,klebsiella,MK448236,official_cdhit_seq_cluster_40_02823,OQ547903,official_cdhit_seq_cluster_40_03737,34.021,,39,,1.95e-08,52.8,False,
test,WFP47278.1,pseudomonas,klebsiella,QOQ37661.1,klebsiella,MT894004,official_cdhit_seq_cluster_40_04354,OQ067610,official_cdhit_seq_cluster_40_04209,31.250,,28,,3.7,26.9,False,
test,WGL30798.1,staphylococcus,staphylococcus,AHG23942.1,staphylococcus,KF929199,official_cdhit_seq_cluster_40_02095,OQ623150,official_cdhit_seq_cluster_40_01475,31.395,,93,,4.32e-66,227.0,True,
test,WHB31241.1,acinetobacter,enterobacter,AAX45913.1,enterobacter,AY848689,official_cdhit_seq_cluster_40_02027,OQ689089,official_cdhit_seq_cluster_40_01617,27.103,,13,,1.8,30.0,False,
test,WHB31252.1,acinetobacter,pseudomonas,WAX22804.1,pseudomonas,OP917824,official_cdhit_seq_cluster_40_02870,OQ689089,official_cdhit_seq_cluster_40_03737,29.268,,43,,2.78e-09,55.8,False,
